FECHA_HORA,SECTOR,CAUDAL MEDIO(M3)
15/03/2024 3:00,Campoamor Alto,"35,2"
15/03/2024 3:00,CENTRO COMERCIAL GRAN VÍA,"35,687"
15/03/2024 3:00,CIUDAD DEPORTIVA DL,21
15/03/2024 3:00,COLONIA REQUENA,"126,7"
15/03/2024 3:00,COLONIA ROMANA,"25,95"
15/03/2024 3:00,CONDOMINA,46
15/03/2024 3:00,Depósito Los Ángeles,13
15/03/2024 3:00,DIPUTACIÓN DL,"25,312"
15/03/2024 3:00,GARBINET NORTE 1,"7,2"
15/03/2024 3:00,INFORMACIÓN DL,14
15/03/2024 3:00,Les Palmeretes,"25,227"
15/03/2024 3:00,LONJA,"4,7"
15/03/2024 3:00,LONJA DL,"4,7"
15/03/2024 3:00,MATADERO,"26,54"
15/03/2024 3:00,MERCADO DL,"32,982"
15/03/2024 3:00,MUCHAVISTA - P.A.U. 5,"41,65"
15/03/2024 3:00,MUELLE GRANELES DL,"7,9"
15/03/2024 3:00,MUELLE LEVANTE DL,"7,102"
15/03/2024 3:00,O.A.M.I 1,"9,85"
15/03/2024 3:00,P.A.U. 1 (norte+sur),"63,43"
15/03/2024 3:00,P.A.U. 2,"14,816"
15/03/2024 3:00,PARQUE LO MORANT,"22,755"
15/03/2024 3:00,PLAYA DE SAN JUAN 1,"60,9"
15/03/2024 3:00,Postiguet,"8,695"
15/03/2024 3:00,PZA. MONTAÑETA,"33,537"
15/03/2024 3:00,RABASA DL,"19,9"
15/03/2024 3:00,SANTO DOMINGO DL,"51,771"
15/03/2024 3:00,SH_Demo,"29,254"
15/03/2024 3:00,TOBO,"38,5"
15/03/2024 3:00,VALLONGA GLOBAL,"26,25"
15/03/2024 3:00,VALLONGA-TOLON DL,"26,25"
15/03/2024 3:00,VILLAFRANQUEZA,"24,273"
15/03/2024 3:00,VIRGEN DEL CARMEN 1000 Viv,"37,383"
15/03/2024 3:00,VIRGEN DEL REMEDIO,"63,75"
15/03/2024 4:00,1 CIUDAD JARDÍN,"18,1"
15/03/2024 4:00,ALIPARK DL,"7,2"
15/03/2024 4:00,ALTOZANO,"40,02"
15/03/2024 4:00,BAHÍA LOS PINOS,"39,45"
15/03/2024 4:00,BENALÚA DL,"40,02"
15/03/2024 4:00,Bº GRANADA 1,"24,15"
15/03/2024 4:00,Bº LOS ÁNGELES,"27,495"
15/03/2024 4:00,CABO HUERTAS - PLAYA,"30,6"
15/03/2024 4:00,Campoamor Alto,"33,45"
15/03/2024 4:00,CENTRO COMERCIAL GRAN VÍA,"12,344"
15/03/2024 4:00,CIUDAD DEPORTIVA DL,"18,95"
15/03/2024 4:00,COLONIA REQUENA,120
15/03/2024 4:00,COLONIA ROMANA,"24,7"
15/03/2024 4:00,CONDOMINA,"45,9"
15/03/2024 4:00,Depósito Los Ángeles,"13,85"
15/03/2024 4:00,DIPUTACIÓN DL,"23,572"
15/03/2024 4:00,GARBINET NORTE 1,"8,45"
15/03/2024 4:00,INFORMACIÓN DL,15
15/03/2024 4:00,Les Palmeretes,"23,491"
15/03/2024 4:00,LONJA,"4,57"
15/03/2024 4:00,LONJA DL,"4,57"
15/03/2024 4:00,MATADERO,"10,873"
15/03/2024 4:00,MERCADO DL,"34,067"
15/03/2024 4:00,MUCHAVISTA - P.A.U. 5,"40,2"
15/03/2024 4:00,MUELLE GRANELES DL,"7,9"
15/03/2024 4:00,MUELLE LEVANTE DL,"13,111"
15/03/2024 4:00,O.A.M.I 1,11
15/03/2024 4:00,P.A.U. 1 (norte+sur),"61,844"
15/03/2024 4:00,P.A.U. 2,"15,468"
15/03/2024 4:00,PARQUE LO MORANT,"20,311"
15/03/2024 4:00,Pla-Hospital,"13,409"
15/03/2024 4:00,PLAYA DE SAN JUAN 1,"63,45"
15/03/2024 4:00,Postiguet,"10,932"
15/03/2024 4:00,PZA. MONTAÑETA,"31,774"
15/03/2024 4:00,RABASA DL,26
15/03/2024 4:00,SANTO DOMINGO DL,"49,214"
15/03/2024 4:00,SH_Demo,"27,495"
15/03/2024 4:00,TOBO,"61,9"
15/03/2024 4:00,VALLONGA GLOBAL,22
15/03/2024 4:00,VALLONGA-TOLON DL,22
15/03/2024 4:00,VILLAFRANQUEZA,"23,818"
15/03/2024 4:00,VIRGEN DEL CARMEN 1000 Viv,"34,813"
15/03/2024 4:00,VIRGEN DEL REMEDIO,"60,35"
15/03/2024 5:00,1 CIUDAD JARDÍN,"15,85"
15/03/2024 5:00,ALIPARK DL,"9,1"
15/03/2024 5:00,ALTOZANO,"43,227"
15/03/2024 5:00,BAHÍA LOS PINOS,"40,9"
15/03/2024 5:00,BENALÚA DL,"43,227"
15/03/2024 5:00,Bº GRANADA 1,"9,75"
15/03/2024 5:00,Bº LOS ÁNGELES,"22,76"
15/03/2024 5:00,CABO HUERTAS - PLAYA,"21,2"
15/03/2024 5:00,Campoamor Alto,"31,9"
15/03/2024 5:00,CENTRO COMERCIAL GRAN VÍA,"18,363"
15/03/2024 5:00,CIUDAD DEPORTIVA DL,"17,8"
15/03/2024 5:00,COLONIA REQUENA,115
15/03/2024 5:00,COLONIA ROMANA,"24,4"
15/03/2024 5:00,CONDOMINA,"44,55"
15/03/2024 5:00,Depósito Los Ángeles,"12,9"
15/03/2024 5:00,DIPUTACIÓN DL,"22,08"
15/03/2024 5:00,GARBINET NORTE 1,"7,85"
15/03/2024 5:00,INFORMACIÓN DL,17
15/03/2024 5:00,Les Palmeretes,"22,887"
15/03/2024 5:00,LONJA,"5,79"
15/03/2024 5:00,LONJA DL,"5,79"
15/03/2024 5:00,MATADERO,"21,134"
15/03/2024 5:00,MERCADO DL,"32,388"
15/03/2024 5:00,MUCHAVISTA - P.A.U. 5,"44,9"
15/03/2024 5:00,MUELLE GRANELES DL,"6,8"
15/03/2024 5:00,MUELLE LEVANTE DL,8
15/03/2024 5:00,O.A.M.I 1,"14,05"
15/03/2024 5:00,P.A.U. 1 (norte+sur),"42,185"
15/03/2024 5:00,P.A.U. 2,"18,016"
15/03/2024 5:00,PARQUE LO MORANT,"18,885"
15/03/2024 5:00,PLAYA DE SAN JUAN 1,"50,2"
15/03/2024 5:00,Postiguet,"9,303"
15/03/2024 5:00,PZA. MONTAÑETA,"31,737"
15/03/2024 5:00,RABASA DL,"22,1"
15/03/2024 5:00,SANTO DOMINGO DL,"45,925"
15/03/2024 5:00,SH_Demo,"22,76"
15/03/2024 5:00,TOBO,"52,15"
15/03/2024 5:00,VALLONGA GLOBAL,"20,95"
15/03/2024 5:00,VALLONGA-TOLON DL,"20,95"
15/03/2024 5:00,VILLAFRANQUEZA,"18,613"
15/03/2024 5:00,VIRGEN DEL CARMEN 1000 Viv,"35,682"
15/03/2024 5:00,VIRGEN DEL REMEDIO,"56,65"
15/03/2024 6:00,1 CIUDAD JARDÍN,"17,75"
15/03/2024 6:00,ALIPARK DL,"7,35"
15/03/2024 6:00,ALTOZANO,"42,157"
15/03/2024 6:00,BAHÍA LOS PINOS,28
15/03/2024 6:00,BENALÚA DL,"42,157"
15/03/2024 6:00,Bº GRANADA 1,"14,15"
15/03/2024 6:00,Bº LOS ÁNGELES,"23,61"
15/03/2024 6:00,CABO HUERTAS - PLAYA,"17,8"
15/03/2024 6:00,Campoamor Alto,"35,4"
15/03/2024 6:00,CENTRO COMERCIAL GRAN VÍA,"13,905"
15/03/2024 6:00,CIUDAD DEPORTIVA DL,"19,8"
15/03/2024 6:00,COLONIA REQUENA,"131,3"
15/03/2024 6:00,COLONIA ROMANA,"26,4"
15/03/2024 6:00,CONDOMINA,"35,4"
15/03/2024 6:00,Depósito Los Ángeles,"14,15"
15/03/2024 6:00,DIPUTACIÓN DL,"21,844"
15/03/2024 6:00,GARBINET NORTE 1,"7,8"
15/03/2024 6:00,INFORMACIÓN DL,14
15/03/2024 6:00,Les Palmeretes,"26,556"
15/03/2024 6:00,LONJA,"5,08"
15/03/2024 6:00,LONJA DL,"5,08"
15/03/2024 6:00,MATADERO,"32,868"
15/03/2024 6:00,MERCADO DL,"31,892"
15/03/2024 6:00,MUCHAVISTA - P.A.U. 5,"37,55"
15/03/2024 6:00,MUELLE GRANELES DL,"17,7"
15/03/2024 6:00,MUELLE LEVANTE DL,"9,892"
15/03/2024 6:00,O.A.M.I 1,"8,7"
15/03/2024 6:00,P.A.U. 1 (norte+sur),"42,018"
15/03/2024 6:00,P.A.U. 2,"26,641"
15/03/2024 6:00,PARQUE LO MORANT,"22,901"
15/03/2024 6:00,PLAYA DE SAN JUAN 1,"41,25"
15/03/2024 6:00,Postiguet,"7,833"
15/03/2024 6:00,PZA. MONTAÑETA,"28,137"
15/03/2024 6:00,RABASA DL,"22,2"
15/03/2024 6:00,SANTO DOMINGO DL,"53,439"
15/03/2024 6:00,SH_Demo,"23,61"
15/03/2024 6:00,TOBO,"56,9"
15/03/2024 6:00,VALLONGA GLOBAL,"21,35"
15/03/2024 6:00,VALLONGA-TOLON DL,"21,35"
15/03/2024 6:00,VILLAFRANQUEZA,"21,259"
15/03/2024 6:00,VIRGEN DEL CARMEN 1000 Viv,"38,362"
15/03/2024 6:00,VIRGEN DEL REMEDIO,"66,6"
15/03/2024 7:00,1 CIUDAD JARDÍN,"18,35"
15/03/2024 7:00,ALIPARK DL,"8,85"
15/03/2024 7:00,ALTOZANO,"46,597"
15/03/2024 7:00,BAHÍA LOS PINOS,"28,45"
15/03/2024 7:00,BENALÚA DL,"46,597"
15/03/2024 7:00,Bº GRANADA 1,"35,2"
15/03/2024 7:00,Bº LOS ÁNGELES,"28,932"
15/03/2024 7:00,CABO HUERTAS - PLAYA,"17,7"
15/03/2024 7:00,Campoamor Alto,"45,65"
15/03/2024 7:00,CENTRO COMERCIAL GRAN VÍA,"19,815"
15/03/2024 7:00,CIUDAD DEPORTIVA DL,"25,25"
15/03/2024 7:00,COLONIA REQUENA,"140,8"
15/03/2024 7:00,COLONIA ROMANA,"28,9"
15/03/2024 7:00,CONDOMINA,"41,2"
15/03/2024 7:00,Depósito Los Ángeles,"16,4"
15/03/2024 7:00,DIPUTACIÓN DL,"26,652"
15/03/2024 7:00,GARBINET NORTE 1,"11,4"
15/03/2024 7:00,INFORMACIÓN DL,15
15/03/2024 7:00,Les Palmeretes,"31,444"
15/03/2024 7:00,LONJA,"5,64"
15/03/2024 7:00,LONJA DL,"5,64"
15/03/2024 7:00,MATADERO,"5,158"
15/03/2024 7:00,MERCADO DL,"37,933"
15/03/2024 7:00,MUCHAVISTA - P.A.U. 5,"41,35"
15/03/2024 7:00,MUELLE GRANELES DL,12
15/03/2024 7:00,MUELLE LEVANTE DL,"8,016"
15/03/2024 7:00,O.A.M.I 1,"9,5"
15/03/2024 7:00,P.A.U. 1 (norte+sur),"51,329"
15/03/2024 7:00,P.A.U. 2,"19,937"
15/03/2024 7:00,PARQUE LO MORANT,"26,06"
15/03/2024 7:00,PLAYA DE SAN JUAN 1,"46,3"
15/03/2024 7:00,Postiguet,"7,934"
15/03/2024 7:00,PZA. MONTAÑETA,"35,993"
15/03/2024 7:00,RABASA DL,"19,9"
15/03/2024 7:00,SANTO DOMINGO DL,"67,572"
15/03/2024 7:00,SH_Demo,"28,932"
15/03/2024 7:00,TOBO,"61,65"
15/03/2024 7:00,VALLONGA GLOBAL,"18,85"
15/03/2024 7:00,VALLONGA-TOLON DL,"18,85"
15/03/2024 7:00,VILLAFRANQUEZA,"27,909"
15/03/2024 7:00,VIRGEN DEL CARMEN 1000 Viv,"39,734"
15/03/2024 7:00,VIRGEN DEL REMEDIO,"72,85"
15/03/2024 8:00,1 CIUDAD JARDÍN,"24,55"
15/03/2024 8:00,ALIPARK DL,"11,55"
15/03/2024 8:00,ALTOZANO,"64,865"
15/03/2024 8:00,BAHÍA LOS PINOS,"40,2"
15/03/2024 8:00,BENALÚA DL,"64,865"
15/03/2024 8:00,Bº GRANADA 1,"10,25"
15/03/2024 8:00,Bº LOS ÁNGELES,"38,736"
15/03/2024 8:00,CABO HUERTAS - PLAYA,"33,15"
15/03/2024 8:00,Campoamor Alto,"59,2"
15/03/2024 8:00,CENTRO COMERCIAL GRAN VÍA,"25,424"
15/03/2024 8:00,CIUDAD DEPORTIVA DL,"27,8"
15/03/2024 8:00,COLONIA REQUENA,"158,5"
15/03/2024 8:00,COLONIA ROMANA,"39,3"
15/03/2024 8:00,CONDOMINA,"65,65"
15/03/2024 8:00,Depósito Los Ángeles,"21,7"
15/03/2024 8:00,DIPUTACIÓN DL,"36,234"
15/03/2024 8:00,GARBINET NORTE 1,"19,5"
15/03/2024 8:00,INFORMACIÓN DL,19
15/03/2024 8:00,Les Palmeretes,"41,637"
15/03/2024 8:00,LONJA,"5,1"
15/03/2024 8:00,LONJA DL,"5,1"
15/03/2024 8:00,MATADERO,"4,941"
15/03/2024 8:00,MERCADO DL,"47,374"
15/03/2024 8:00,MUCHAVISTA - P.A.U. 5,"66,55"
15/03/2024 8:00,MUELLE GRANELES DL,"17,8"
15/03/2024 8:00,MUELLE LEVANTE DL,"7,283"
15/03/2024 8:00,O.A.M.I 1,"12,65"
15/03/2024 8:00,P.A.U. 1 (norte+sur),"77,033"
15/03/2024 8:00,P.A.U. 2,"33,146"
15/03/2024 8:00,PARQUE LO MORANT,"33,184"
15/03/2024 8:00,PLAYA DE SAN JUAN 1,"57,85"
15/03/2024 8:00,Postiguet,"9,992"
15/03/2024 8:00,PZA. MONTAÑETA,"49,926"
15/03/2024 8:00,RABASA DL,"28,4"
15/03/2024 8:00,SANTO DOMINGO DL,"85,457"
15/03/2024 8:00,SH_Demo,"38,736"
15/03/2024 8:00,TOBO,"76,65"
15/03/2024 8:00,VALLONGA GLOBAL,"20,55"
15/03/2024 8:00,VALLONGA-TOLON DL,"20,55"
15/03/2024 8:00,VILLAFRANQUEZA,"31,055"
15/03/2024 8:00,VIRGEN DEL CARMEN 1000 Viv,"45,431"
15/03/2024 8:00,VIRGEN DEL REMEDIO,"85,2"
15/03/2024 9:00,1 CIUDAD JARDÍN,"26,5"
15/03/2024 9:00,ALIPARK DL,"12,6"
15/03/2024 9:00,ALTOZANO,"69,643"
15/03/2024 9:00,BAHÍA LOS PINOS,"50,3"
15/03/2024 9:00,BENALÚA DL,"69,643"
15/03/2024 9:00,Bº GRANADA 1,"31,15"
15/03/2024 9:00,Bº LOS ÁNGELES,"42,396"
15/03/2024 9:00,CABO HUERTAS - PLAYA,"34,75"
15/03/2024 9:00,Campoamor Alto,"61,85"
15/03/2024 9:00,CENTRO COMERCIAL GRAN VÍA,"21,972"
15/03/2024 9:00,CIUDAD DEPORTIVA DL,"30,4"
15/03/2024 9:00,COLONIA REQUENA,"166,9"
15/03/2024 9:00,COLONIA ROMANA,"43,9"
15/03/2024 9:00,CONDOMINA,"67,3"
15/03/2024 9:00,Depósito Los Ángeles,"22,1"
15/03/2024 9:00,DIPUTACIÓN DL,"41,778"
15/03/2024 9:00,GARBINET NORTE 1,"17,9"
15/03/2024 9:00,INFORMACIÓN DL,21
15/03/2024 9:00,Les Palmeretes,"42,629"
15/03/2024 9:00,LONJA,"5,36"
15/03/2024 9:00,LONJA DL,"5,36"
15/03/2024 9:00,MATADERO,"42,411"
15/03/2024 9:00,MERCADO DL,"52,627"
15/03/2024 9:00,MUCHAVISTA - P.A.U. 5,"69,65"
15/03/2024 9:00,MUELLE GRANELES DL,"7,6"
15/03/2024 9:00,MUELLE LEVANTE DL,"7,674"
15/03/2024 9:00,O.A.M.I 1,"13,65"
15/03/2024 9:00,P.A.U. 1 (norte+sur),"73,917"
15/03/2024 9:00,P.A.U. 2,"32,785"
15/03/2024 9:00,PARQUE LO MORANT,"33,294"
15/03/2024 9:00,PLAYA DE SAN JUAN 1,"69,55"
15/03/2024 9:00,Postiguet,"11,107"
15/03/2024 9:00,PZA. MONTAÑETA,"57,828"
15/03/2024 9:00,RABASA DL,"28,9"
15/03/2024 9:00,SANTO DOMINGO DL,"91,313"
15/03/2024 9:00,SH_Demo,"42,396"
15/03/2024 9:00,TOBO,"60,15"
15/03/2024 9:00,VALLONGA GLOBAL,"19,6"
15/03/2024 9:00,VALLONGA-TOLON DL,"19,6"
15/03/2024 9:00,VILLAFRANQUEZA,"30,235"
15/03/2024 9:00,VIRGEN DEL CARMEN 1000 Viv,"48,118"
15/03/2024 9:00,VIRGEN DEL REMEDIO,"89,4"
15/03/2024 10:00,1 CIUDAD JARDÍN,"39,1"
15/03/2024 10:00,ALIPARK DL,"12,3"
15/03/2024 10:00,ALTOZANO,"67,452"
15/03/2024 10:00,BAHÍA LOS PINOS,"52,3"
15/03/2024 10:00,BENALÚA DL,"67,452"
15/03/2024 10:00,Bº GRANADA 1,"19,95"
15/03/2024 10:00,Bº LOS ÁNGELES,"36,858"
15/03/2024 10:00,CABO HUERTAS - PLAYA,"33,05"
15/03/2024 10:00,Campoamor Alto,"61,15"
15/03/2024 10:00,CENTRO COMERCIAL GRAN VÍA,"26,552"
15/03/2024 10:00,CIUDAD DEPORTIVA DL,"30,25"
15/03/2024 10:00,COLONIA REQUENA,"156,5"
15/03/2024 10:00,COLONIA ROMANA,"53,1"
15/03/2024 10:00,CONDOMINA,"60,1"
15/03/2024 10:00,Depósito Los Ángeles,"22,25"
15/03/2024 10:00,DIPUTACIÓN DL,"41,278"
15/03/2024 10:00,GARBINET NORTE 1,"16,05"
15/03/2024 10:00,INFORMACIÓN DL,23
15/03/2024 10:00,Les Palmeretes,"41,189"
15/03/2024 10:00,LONJA,"4,99"
15/03/2024 10:00,LONJA DL,"4,99"
15/03/2024 10:00,MATADERO,"8,93"
15/03/2024 10:00,MERCADO DL,"54,021"
15/03/2024 10:00,MUCHAVISTA - P.A.U. 5,"67,3"
15/03/2024 10:00,MUELLE GRANELES DL,"6,9"
15/03/2024 10:00,MUELLE LEVANTE DL,"8,591"
15/03/2024 10:00,O.A.M.I 1,"10,25"
15/03/2024 10:00,P.A.U. 1 (norte+sur),"59,84"
15/03/2024 10:00,P.A.U. 2,"30,599"
15/03/2024 10:00,PARQUE LO MORANT,"30,578"
15/03/2024 10:00,Pla-Hospital,"50,658"
15/03/2024 10:00,PLAYA DE SAN JUAN 1,"77,5"
15/03/2024 10:00,Postiguet,"11,433"
15/03/2024 10:00,PZA. MONTAÑETA,"57,633"
15/03/2024 10:00,RABASA DL,"28,8"
15/03/2024 10:00,SANTO DOMINGO DL,"84,874"
15/03/2024 10:00,SH_Demo,"36,858"
15/03/2024 10:00,TOBO,"53,95"
15/03/2024 10:00,VALLONGA GLOBAL,"21,85"
15/03/2024 10:00,VALLONGA-TOLON DL,"21,85"
15/03/2024 10:00,VILLAFRANQUEZA,"32,499"
15/03/2024 10:00,VIRGEN DEL CARMEN 1000 Viv,"47,325"
15/03/2024 10:00,VIRGEN DEL REMEDIO,"80,55"
15/03/2024 11:00,1 CIUDAD JARDÍN,"42,5"
15/03/2024 11:00,ALIPARK DL,"11,3"
15/03/2024 11:00,ALTOZANO,"61,513"
15/03/2024 11:00,BAHÍA LOS PINOS,"46,15"
15/03/2024 11:00,BENALÚA DL,"61,513"
15/03/2024 11:00,Bº GRANADA 1,"29,25"
15/03/2024 11:00,Bº LOS ÁNGELES,"34,235"
15/03/2024 11:00,CABO HUERTAS - PLAYA,"30,65"
15/03/2024 11:00,Campoamor Alto,"54,85"
15/03/2024 11:00,CENTRO COMERCIAL GRAN VÍA,"28,666"
15/03/2024 11:00,CIUDAD DEPORTIVA DL,"26,45"
15/03/2024 11:00,COLONIA REQUENA,"154,1"
15/03/2024 11:00,COLONIA ROMANA,"55,95"
15/03/2024 11:00,CONDOMINA,"58,25"
15/03/2024 11:00,Depósito Los Ángeles,"18,95"
15/03/2024 11:00,DIPUTACIÓN DL,"39,052"
15/03/2024 11:00,GARBINET NORTE 1,"14,4"
15/03/2024 11:00,INFORMACIÓN DL,19
15/03/2024 11:00,Les Palmeretes,"40,177"
15/03/2024 11:00,LONJA,"5,33"
15/03/2024 11:00,LONJA DL,"5,33"
15/03/2024 11:00,MATADERO,"8,67"
15/03/2024 11:00,MERCADO DL,"50,787"
15/03/2024 11:00,MUCHAVISTA - P.A.U. 5,"61,2"
15/03/2024 11:00,MUELLE GRANELES DL,"7,8"
15/03/2024 11:00,MUELLE LEVANTE DL,"7,723"
15/03/2024 11:00,O.A.M.I 1,7
15/03/2024 11:00,P.A.U. 1 (norte+sur),"58,227"
15/03/2024 11:00,P.A.U. 2,"25,042"
15/03/2024 11:00,PARQUE LO MORANT,"28,381"
15/03/2024 11:00,PLAYA DE SAN JUAN 1,"79,4"
15/03/2024 11:00,Postiguet,"10,802"
15/03/2024 11:00,PZA. MONTAÑETA,"55,267"
15/03/2024 11:00,RABASA DL,"26,4"
15/03/2024 11:00,SANTO DOMINGO DL,"73,061"
15/03/2024 11:00,SH_Demo,"34,235"
15/03/2024 11:00,TOBO,"52,75"
15/03/2024 11:00,VALLONGA GLOBAL,"22,3"
15/03/2024 11:00,VALLONGA-TOLON DL,"22,3"
15/03/2024 11:00,VILLAFRANQUEZA,"28,004"
15/03/2024 11:00,VIRGEN DEL CARMEN 1000 Viv,"47,288"
15/03/2024 11:00,VIRGEN DEL REMEDIO,"76,1"
15/03/2024 12:00,1 CIUDAD JARDÍN,"30,65"
15/03/2024 12:00,ALIPARK DL,"9,95"
15/03/2024 12:00,ALTOZANO,"54,241"
15/03/2024 12:00,BAHÍA LOS PINOS,"42,45"
15/03/2024 12:00,BENALÚA DL,"54,241"
15/03/2024 12:00,Bº GRANADA 1,"16,2"
15/03/2024 12:00,Bº LOS ÁNGELES,"31,793"
15/03/2024 12:00,CABO HUERTAS - PLAYA,"34,2"
15/03/2024 12:00,Campoamor Alto,"48,7"
15/03/2024 12:00,CENTRO COMERCIAL GRAN VÍA,"26,694"
15/03/2024 12:00,CIUDAD DEPORTIVA DL,"26,85"
15/03/2024 12:00,COLONIA REQUENA,"141,6"
15/03/2024 12:00,COLONIA ROMANA,"39,8"
15/03/2024 12:00,CONDOMINA,"50,95"
15/03/2024 12:00,Depósito Los Ángeles,"17,5"
15/03/2024 12:00,DIPUTACIÓN DL,"33,764"
15/03/2024 12:00,GARBINET NORTE 1,"9,6"
15/03/2024 12:00,INFORMACIÓN DL,20
15/03/2024 12:00,Les Palmeretes,"35,271"
15/03/2024 12:00,LONJA,"6,05"
15/03/2024 12:00,LONJA DL,"6,05"
15/03/2024 12:00,MERCADO DL,"42,008"
15/03/2024 12:00,MUCHAVISTA - P.A.U. 5,"52,65"
15/03/2024 12:00,MUELLE GRANELES DL,"7,7"
15/03/2024 12:00,MUELLE LEVANTE DL,"8,301"
15/03/2024 12:00,O.A.M.I 1,"12,35"
15/03/2024 12:00,P.A.U. 1 (norte+sur),"52,458"
15/03/2024 12:00,P.A.U. 2,"22,658"
15/03/2024 12:00,PARQUE LO MORANT,"25,432"
15/03/2024 12:00,Pla-Hospital,"24,963"
15/03/2024 12:00,PLAYA DE SAN JUAN 1,"76,15"
15/03/2024 12:00,Postiguet,"9,901"
15/03/2024 12:00,PZA. MONTAÑETA,"47,172"
15/03/2024 12:00,RABASA DL,"22,9"
15/03/2024 12:00,SANTO DOMINGO DL,"69,55"
15/03/2024 12:00,SH_Demo,"31,793"
15/03/2024 12:00,TOBO,"56,45"
15/03/2024 12:00,VALLONGA GLOBAL,"18,2"
15/03/2024 12:00,VALLONGA-TOLON DL,"18,2"
15/03/2024 12:00,VILLAFRANQUEZA,"24,541"
15/03/2024 12:00,VIRGEN DEL CARMEN 1000 Viv,"43,339"
15/03/2024 12:00,VIRGEN DEL REMEDIO,"70,6"
16/03/2024 1:00,1 CIUDAD JARDÍN,"15,95"
16/03/2024 1:00,ALIPARK DL,"8,6"
16/03/2024 1:00,ALTOZANO,"54,678"
16/03/2024 1:00,BAHÍA LOS PINOS,"37,4"
16/03/2024 1:00,BENALÚA DL,"54,678"
16/03/2024 1:00,Bº GRANADA 1,"12,4"
16/03/2024 1:00,Bº LOS ÁNGELES,"31,794"
16/03/2024 1:00,CABO HUERTAS - PLAYA,"26,35"
16/03/2024 1:00,Campoamor Alto,"47,15"
16/03/2024 1:00,CENTRO COMERCIAL GRAN VÍA,"17,412"
16/03/2024 1:00,CIUDAD DEPORTIVA DL,"21,75"
16/03/2024 1:00,COLONIA REQUENA,"145,1"
16/03/2024 1:00,COLONIA ROMANA,"34,65"
16/03/2024 1:00,CONDOMINA,"53,65"
16/03/2024 1:00,Depósito Los Ángeles,"18,1"
16/03/2024 1:00,DIPUTACIÓN DL,"29,262"
16/03/2024 1:00,GARBINET NORTE 1,"13,25"
16/03/2024 1:00,INFORMACIÓN DL,13
16/03/2024 1:00,Les Palmeretes,"35,884"
16/03/2024 1:00,LONJA,"5,63"
16/03/2024 1:00,LONJA DL,"5,63"
16/03/2024 1:00,MATADERO,"5,247"
16/03/2024 1:00,MERCADO DL,"39,657"
16/03/2024 1:00,MUCHAVISTA - P.A.U. 5,"49,85"
16/03/2024 1:00,MUELLE GRANELES DL,5
16/03/2024 1:00,MUELLE LEVANTE DL,"8,17"
16/03/2024 1:00,O.A.M.I 1,"3,85"
16/03/2024 1:00,P.A.U. 1 (norte+sur),"38,359"
16/03/2024 1:00,P.A.U. 2,"24,532"
16/03/2024 1:00,PARQUE LO MORANT,"29,534"
16/03/2024 1:00,PLAYA DE SAN JUAN 1,"66,75"
16/03/2024 1:00,Postiguet,"12,959"
16/03/2024 1:00,PZA. MONTAÑETA,"45,563"
16/03/2024 1:00,RABASA DL,"18,1"
16/03/2024 1:00,SANTO DOMINGO DL,"67,413"
16/03/2024 1:00,SH_Demo,"31,794"
16/03/2024 1:00,TOBO,"43,35"
16/03/2024 1:00,VALLONGA GLOBAL,"15,35"
16/03/2024 1:00,VALLONGA-TOLON DL,"15,35"
16/03/2024 1:00,VILLAFRANQUEZA,"28,869"
16/03/2024 1:00,VIRGEN DEL CARMEN 1000 Viv,"45,677"
16/03/2024 1:00,VIRGEN DEL REMEDIO,"75,45"
16/03/2024 2:00,1 CIUDAD JARDÍN,"15,6"
16/03/2024 2:00,ALIPARK DL,"8,2"
16/03/2024 2:00,ALTOZANO,"47,73"
16/03/2024 2:00,BAHÍA LOS PINOS,"33,75"
16/03/2024 2:00,BENALÚA DL,"47,73"
16/03/2024 2:00,Bº GRANADA 1,"8,35"
16/03/2024 2:00,Bº LOS ÁNGELES,"28,91"
16/03/2024 2:00,CABO HUERTAS - PLAYA,"29,15"
16/03/2024 2:00,Campoamor Alto,"39,65"
16/03/2024 2:00,CENTRO COMERCIAL GRAN VÍA,"14,734"
16/03/2024 2:00,CIUDAD DEPORTIVA DL,"19,95"
16/03/2024 2:00,COLONIA REQUENA,"135,5"
16/03/2024 2:00,COLONIA ROMANA,"30,45"
16/03/2024 2:00,CONDOMINA,"46,5"
16/03/2024 2:00,Depósito Los Ángeles,"16,6"
16/03/2024 2:00,DIPUTACIÓN DL,"28,817"
16/03/2024 2:00,GARBINET NORTE 1,"10,35"
16/03/2024 2:00,INFORMACIÓN DL,16
16/03/2024 2:00,Les Palmeretes,"30,179"
16/03/2024 2:00,LONJA,"7,08"
16/03/2024 2:00,LONJA DL,"7,08"
16/03/2024 2:00,MATADERO,"6,202"
16/03/2024 2:00,MERCADO DL,"35,219"
16/03/2024 2:00,MUCHAVISTA - P.A.U. 5,"41,35"
16/03/2024 2:00,MUELLE GRANELES DL,"4,7"
16/03/2024 2:00,MUELLE LEVANTE DL,"6,571"
16/03/2024 2:00,O.A.M.I 1,"3,65"
16/03/2024 2:00,P.A.U. 1 (norte+sur),"30,811"
16/03/2024 2:00,P.A.U. 2,"16,044"
16/03/2024 2:00,PARQUE LO MORANT,"25,874"
16/03/2024 2:00,PLAYA DE SAN JUAN 1,"59,9"
16/03/2024 2:00,Postiguet,"14,873"
