FECHA_HORA,SECTOR,CAUDAL MEDIO(M3)
15/09/2024 3:00,MUCHAVISTA - P.A.U. 5,"65,2"
15/09/2024 3:00,MUELLE GRANELES DL,"5,2"
15/09/2024 3:00,MUELLE LEVANTE DL,"8,603"
15/09/2024 3:00,O.A.M.I 1,"6,2"
15/09/2024 3:00,P.A.U. 1 (norte+sur),"41,16"
15/09/2024 3:00,PARQUE LO MORANT,"30,059"
15/09/2024 3:00,PLAYA DE SAN JUAN 1,"104,35"
15/09/2024 3:00,Postiguet,"21,785"
15/09/2024 3:00,PZA. MONTAÑETA,"39,585"
15/09/2024 3:00,RABASA DL,16
15/09/2024 3:00,SANTO DOMINGO DL,"58,037"
15/09/2024 3:00,SH_Demo,"29,214"
15/09/2024 3:00,TOBO,"97,25"
15/09/2024 3:00,VALLONGA GLOBAL,"8,95"
15/09/2024 3:00,VALLONGA-TOLON DL,"8,95"
15/09/2024 3:00,VILLAFRANQUEZA,"23,093"
15/09/2024 3:00,VIRGEN DEL CARMEN 1000 Viv,"46,931"
15/09/2024 3:00,VIRGEN DEL REMEDIO,"76,55"
15/09/2024 4:00,1 CIUDAD JARDÍN,"18,8"
15/09/2024 4:00,ALIPARK DL,"7,55"
15/09/2024 4:00,ALTOZANO,"36,43"
15/09/2024 4:00,BAHÍA LOS PINOS,"45,25"
15/09/2024 4:00,BENALÚA DL,"36,43"
15/09/2024 4:00,Bº GRANADA 1,"8,15"
15/09/2024 4:00,Bº LOS ÁNGELES,"25,035"
15/09/2024 4:00,CABO HUERTAS - PLAYA,"26,45"
15/09/2024 4:00,Campoamor Alto,"40,75"
15/09/2024 4:00,CENTRO COMERCIAL GRAN VÍA,"15,881"
15/09/2024 4:00,CIUDAD DEPORTIVA DL,"16,6"
15/09/2024 4:00,COLONIA REQUENA,"135,4"
15/09/2024 4:00,COLONIA ROMANA,"36,45"
15/09/2024 4:00,CONDOMINA,"36,55"
15/09/2024 4:00,Depósito Los Ángeles,"15,7"
15/09/2024 4:00,DIPUTACIÓN DL,"23,407"
15/09/2024 4:00,GARBINET NORTE 1,"10,1"
15/09/2024 4:00,INFORMACIÓN DL,11
15/09/2024 4:00,Les Palmeretes,"31,186"
15/09/2024 4:00,LONJA,3
15/09/2024 4:00,LONJA DL,3
15/09/2024 4:00,MATADERO,"3,087"
15/09/2024 4:00,MERCADO DL,"32,382"
15/09/2024 4:00,MUCHAVISTA - P.A.U. 5,59
15/09/2024 4:00,MUELLE GRANELES DL,"3,4"
15/09/2024 4:00,MUELLE LEVANTE DL,"9,288"
15/09/2024 4:00,O.A.M.I 1,"6,7"
15/09/2024 4:00,P.A.U. 1 (norte+sur),"35,166"
15/09/2024 4:00,PARQUE LO MORANT,"28,566"
15/09/2024 4:00,PLAYA DE SAN JUAN 1,"96,55"
15/09/2024 4:00,Postiguet,"15,641"
15/09/2024 4:00,PZA. MONTAÑETA,"35,269"
15/09/2024 4:00,RABASA DL,14
15/09/2024 4:00,SANTO DOMINGO DL,"51,376"
15/09/2024 4:00,SH_Demo,"25,035"
15/09/2024 4:00,TOBO,"107,55"
15/09/2024 4:00,VALLONGA GLOBAL,"8,3"
15/09/2024 4:00,VALLONGA-TOLON DL,"8,3"
15/09/2024 4:00,VILLAFRANQUEZA,"21,48"
15/09/2024 4:00,VIRGEN DEL CARMEN 1000 Viv,"44,239"
15/09/2024 4:00,VIRGEN DEL REMEDIO,"73,25"
15/09/2024 5:00,1 CIUDAD JARDÍN,"17,95"
15/09/2024 5:00,ALIPARK DL,"6,5"
15/09/2024 5:00,ALTOZANO,"33,014"
15/09/2024 5:00,BAHÍA LOS PINOS,36
15/09/2024 5:00,BENALÚA DL,"33,014"
15/09/2024 5:00,Bº GRANADA 1,"7,95"
15/09/2024 5:00,Bº LOS ÁNGELES,"21,978"
15/09/2024 5:00,CABO HUERTAS - PLAYA,"30,2"
15/09/2024 5:00,Campoamor Alto,"38,5"
15/09/2024 5:00,CENTRO COMERCIAL GRAN VÍA,"12,999"
15/09/2024 5:00,CIUDAD DEPORTIVA DL,"15,9"
15/09/2024 5:00,COLONIA REQUENA,"124,2"
15/09/2024 5:00,COLONIA ROMANA,"33,1"
15/09/2024 5:00,CONDOMINA,36
15/09/2024 5:00,Depósito Los Ángeles,"15,9"
15/09/2024 5:00,DIPUTACIÓN DL,"16,002"
15/09/2024 5:00,GARBINET NORTE 1,"9,2"
15/09/2024 5:00,INFORMACIÓN DL,14
15/09/2024 5:00,Les Palmeretes,"27,644"
15/09/2024 5:00,LONJA,"2,99"
15/09/2024 5:00,LONJA DL,"2,99"
15/09/2024 5:00,MATADERO,"5,947"
15/09/2024 5:00,MERCADO DL,"30,258"
15/09/2024 5:00,MUCHAVISTA - P.A.U. 5,"56,15"
15/09/2024 5:00,MUELLE GRANELES DL,"5,1"
15/09/2024 5:00,MUELLE LEVANTE DL,"8,281"
15/09/2024 5:00,O.A.M.I 1,"5,65"
15/09/2024 5:00,P.A.U. 1 (norte+sur),"32,054"
15/09/2024 5:00,PARQUE LO MORANT,"25,522"
15/09/2024 5:00,PLAYA DE SAN JUAN 1,"79,85"
15/09/2024 5:00,Postiguet,"11,432"
15/09/2024 5:00,PZA. MONTAÑETA,"32,018"
15/09/2024 5:00,RABASA DL,"12,9"
15/09/2024 5:00,SANTO DOMINGO DL,"42,747"
15/09/2024 5:00,SH_Demo,"21,978"
15/09/2024 5:00,TOBO,"108,55"
15/09/2024 5:00,VALLONGA GLOBAL,"9,75"
15/09/2024 5:00,VALLONGA-TOLON DL,"9,75"
15/09/2024 5:00,VILLAFRANQUEZA,"19,475"
15/09/2024 5:00,VIRGEN DEL CARMEN 1000 Viv,"41,67"
15/09/2024 5:00,VIRGEN DEL REMEDIO,"66,5"
15/09/2024 6:00,1 CIUDAD JARDÍN,"18,05"
15/09/2024 6:00,ALIPARK DL,"9,9"
15/09/2024 6:00,ALTOZANO,"33,87"
15/09/2024 6:00,BAHÍA LOS PINOS,"30,15"
15/09/2024 6:00,BENALÚA DL,"33,87"
15/09/2024 6:00,Bº GRANADA 1,8
15/09/2024 6:00,Bº LOS ÁNGELES,"24,88"
15/09/2024 6:00,CABO HUERTAS - PLAYA,"25,75"
15/09/2024 6:00,Campoamor Alto,"38,6"
15/09/2024 6:00,CENTRO COMERCIAL GRAN VÍA,"13,805"
15/09/2024 6:00,CIUDAD DEPORTIVA DL,"15,65"
15/09/2024 6:00,COLONIA REQUENA,"130,6"
15/09/2024 6:00,COLONIA ROMANA,"30,9"
15/09/2024 6:00,CONDOMINA,"35,2"
15/09/2024 6:00,Depósito Los Ángeles,"14,6"
15/09/2024 6:00,DIPUTACIÓN DL,"18,36"
15/09/2024 6:00,GARBINET NORTE 1,"10,05"
15/09/2024 6:00,INFORMACIÓN DL,14
15/09/2024 6:00,Les Palmeretes,"29,792"
15/09/2024 6:00,LONJA,"11,43"
15/09/2024 6:00,LONJA DL,"11,43"
15/09/2024 6:00,MATADERO,"23,502"
15/09/2024 6:00,MERCADO DL,"28,899"
15/09/2024 6:00,MUCHAVISTA - P.A.U. 5,"48,8"
15/09/2024 6:00,MUELLE GRANELES DL,"5,1"
15/09/2024 6:00,MUELLE LEVANTE DL,"8,054"
15/09/2024 6:00,O.A.M.I 1,"6,65"
15/09/2024 6:00,P.A.U. 1 (norte+sur),"31,587"
15/09/2024 6:00,PARQUE LO MORANT,"27,482"
15/09/2024 6:00,PLAYA DE SAN JUAN 1,"73,75"
15/09/2024 6:00,Postiguet,"10,387"
15/09/2024 6:00,PZA. MONTAÑETA,"32,697"
15/09/2024 6:00,RABASA DL,"14,4"
15/09/2024 6:00,SANTO DOMINGO DL,"46,174"
15/09/2024 6:00,SH_Demo,"24,88"
15/09/2024 6:00,TOBO,"111,35"
15/09/2024 6:00,VALLONGA GLOBAL,"10,45"
15/09/2024 6:00,VALLONGA-TOLON DL,"10,45"
15/09/2024 6:00,VILLAFRANQUEZA,"21,054"
15/09/2024 6:00,VIRGEN DEL CARMEN 1000 Viv,"43,578"
15/09/2024 6:00,VIRGEN DEL REMEDIO,69
15/09/2024 7:00,1 CIUDAD JARDÍN,17
15/09/2024 7:00,ALIPARK DL,"8,2"
15/09/2024 7:00,ALTOZANO,"38,552"
15/09/2024 7:00,BAHÍA LOS PINOS,"33,85"
15/09/2024 7:00,BENALÚA DL,"38,552"
15/09/2024 7:00,Bº GRANADA 1,"13,95"
15/09/2024 7:00,Bº LOS ÁNGELES,"25,118"
15/09/2024 7:00,CABO HUERTAS - PLAYA,"23,25"
15/09/2024 7:00,Campoamor Alto,"41,8"
15/09/2024 7:00,CENTRO COMERCIAL GRAN VÍA,"14,953"
15/09/2024 7:00,CIUDAD DEPORTIVA DL,"16,8"
15/09/2024 7:00,COLONIA REQUENA,139
15/09/2024 7:00,COLONIA ROMANA,"31,35"
15/09/2024 7:00,CONDOMINA,"33,3"
15/09/2024 7:00,Depósito Los Ángeles,"14,6"
15/09/2024 7:00,DIPUTACIÓN DL,"17,923"
15/09/2024 7:00,GARBINET NORTE 1,"10,45"
15/09/2024 7:00,INFORMACIÓN DL,17
15/09/2024 7:00,Les Palmeretes,"32,646"
15/09/2024 7:00,LONJA,"2,47"
15/09/2024 7:00,LONJA DL,"2,47"
15/09/2024 7:00,MATADERO,"24,313"
15/09/2024 7:00,MERCADO DL,"33,602"
15/09/2024 7:00,MUCHAVISTA - P.A.U. 5,"52,7"
15/09/2024 7:00,MUELLE GRANELES DL,"5,4"
15/09/2024 7:00,MUELLE LEVANTE DL,"9,703"
15/09/2024 7:00,O.A.M.I 1,"4,6"
15/09/2024 7:00,P.A.U. 1 (norte+sur),"33,579"
15/09/2024 7:00,P.A.U. 2,"24,604"
15/09/2024 7:00,PARQUE LO MORANT,"28,909"
15/09/2024 7:00,PLAYA DE SAN JUAN 1,"70,65"
15/09/2024 7:00,Postiguet,"12,795"
15/09/2024 7:00,PZA. MONTAÑETA,"33,341"
15/09/2024 7:00,RABASA DL,"15,5"
15/09/2024 7:00,SANTO DOMINGO DL,"50,899"
15/09/2024 7:00,SH_Demo,"25,118"
15/09/2024 7:00,TOBO,"95,05"
15/09/2024 7:00,VALLONGA GLOBAL,"8,65"
15/09/2024 7:00,VALLONGA-TOLON DL,"8,65"
15/09/2024 7:00,VILLAFRANQUEZA,"30,334"
15/09/2024 7:00,VIRGEN DEL CARMEN 1000 Viv,"46,146"
15/09/2024 7:00,VIRGEN DEL REMEDIO,"73,1"
15/09/2024 8:00,1 CIUDAD JARDÍN,"28,3"
15/09/2024 8:00,ALIPARK DL,"9,15"
15/09/2024 8:00,ALTOZANO,"41,216"
15/09/2024 8:00,BAHÍA LOS PINOS,"37,65"
15/09/2024 8:00,BENALÚA DL,"41,216"
15/09/2024 8:00,Bº GRANADA 1,"11,15"
15/09/2024 8:00,Bº LOS ÁNGELES,"28,838"
15/09/2024 8:00,CABO HUERTAS - PLAYA,"24,6"
15/09/2024 8:00,Campoamor Alto,"48,1"
15/09/2024 8:00,CENTRO COMERCIAL GRAN VÍA,"39,825"
15/09/2024 8:00,CIUDAD DEPORTIVA DL,"29,15"
15/09/2024 8:00,COLONIA REQUENA,"145,1"
15/09/2024 8:00,COLONIA ROMANA,"31,4"
15/09/2024 8:00,CONDOMINA,"41,25"
15/09/2024 8:00,Depósito Los Ángeles,"16,4"
15/09/2024 8:00,DIPUTACIÓN DL,"22,614"
15/09/2024 8:00,GARBINET NORTE 1,"13,35"
15/09/2024 8:00,INFORMACIÓN DL,20
15/09/2024 8:00,Les Palmeretes,"34,756"
15/09/2024 8:00,LONJA,"2,24"
15/09/2024 8:00,LONJA DL,"2,24"
15/09/2024 8:00,MATADERO,"36,585"
15/09/2024 8:00,MERCADO DL,"36,306"
15/09/2024 8:00,MUCHAVISTA - P.A.U. 5,"60,6"
15/09/2024 8:00,MUELLE GRANELES DL,"4,2"
15/09/2024 8:00,MUELLE LEVANTE DL,"8,224"
15/09/2024 8:00,O.A.M.I 1,"8,15"
15/09/2024 8:00,P.A.U. 1 (norte+sur),"41,419"
15/09/2024 8:00,P.A.U. 2,"27,927"
15/09/2024 8:00,PARQUE LO MORANT,"29,154"
15/09/2024 8:00,PLAYA DE SAN JUAN 1,"80,55"
15/09/2024 8:00,Postiguet,"17,371"
15/09/2024 8:00,PZA. MONTAÑETA,"39,103"
15/09/2024 8:00,RABASA DL,"20,6"
15/09/2024 8:00,SANTO DOMINGO DL,"59,441"
15/09/2024 8:00,SH_Demo,"28,838"
15/09/2024 8:00,TOBO,"100,2"
15/09/2024 8:00,VALLONGA GLOBAL,"10,6"
15/09/2024 8:00,VALLONGA-TOLON DL,"10,6"
15/09/2024 8:00,VILLAFRANQUEZA,"29,656"
15/09/2024 8:00,VIRGEN DEL CARMEN 1000 Viv,"46,469"
15/09/2024 8:00,VIRGEN DEL REMEDIO,"75,45"
15/09/2024 9:00,1 CIUDAD JARDÍN,"23,65"
15/09/2024 9:00,ALIPARK DL,"11,45"
15/09/2024 9:00,ALTOZANO,"54,01"
15/09/2024 9:00,BAHÍA LOS PINOS,"44,3"
15/09/2024 9:00,BENALÚA DL,"54,01"
15/09/2024 9:00,Bº GRANADA 1,16
15/09/2024 9:00,Bº LOS ÁNGELES,"40,043"
15/09/2024 9:00,CABO HUERTAS - PLAYA,"30,15"
15/09/2024 9:00,Campoamor Alto,"62,5"
15/09/2024 9:00,CENTRO COMERCIAL GRAN VÍA,"41,702"
15/09/2024 9:00,CIUDAD DEPORTIVA DL,"26,95"
15/09/2024 9:00,COLONIA REQUENA,"167,5"
15/09/2024 9:00,COLONIA ROMANA,45
15/09/2024 9:00,CONDOMINA,"51,65"
15/09/2024 9:00,Depósito Los Ángeles,"22,6"
15/09/2024 9:00,DIPUTACIÓN DL,"34,525"
15/09/2024 9:00,GARBINET NORTE 1,"22,65"
15/09/2024 9:00,INFORMACIÓN DL,17
15/09/2024 9:00,Les Palmeretes,"46,692"
15/09/2024 9:00,LONJA,"3,07"
15/09/2024 9:00,LONJA DL,"3,07"
15/09/2024 9:00,MATADERO,"2,949"
15/09/2024 9:00,MERCADO DL,"47,446"
15/09/2024 9:00,MUCHAVISTA - P.A.U. 5,"72,1"
15/09/2024 9:00,MUELLE GRANELES DL,"4,4"
15/09/2024 9:00,MUELLE LEVANTE DL,"10,566"
15/09/2024 9:00,O.A.M.I 1,"7,35"
15/09/2024 9:00,P.A.U. 1 (norte+sur),"60,56"
15/09/2024 9:00,P.A.U. 2,"41,785"
15/09/2024 9:00,PARQUE LO MORANT,"35,078"
15/09/2024 9:00,PLAYA DE SAN JUAN 1,"89,2"
15/09/2024 9:00,Postiguet,"18,712"
15/09/2024 9:00,PZA. MONTAÑETA,"46,531"
15/09/2024 9:00,RABASA DL,"25,4"
15/09/2024 9:00,SANTO DOMINGO DL,"80,208"
15/09/2024 9:00,SH_Demo,"40,043"
15/09/2024 9:00,TOBO,"105,65"
15/09/2024 9:00,VALLONGA GLOBAL,"8,8"
15/09/2024 9:00,VALLONGA-TOLON DL,"8,8"
15/09/2024 9:00,VILLAFRANQUEZA,"35,52"
15/09/2024 9:00,VIRGEN DEL CARMEN 1000 Viv,"50,905"
15/09/2024 9:00,VIRGEN DEL REMEDIO,"90,95"
15/09/2024 10:00,1 CIUDAD JARDÍN,27
15/09/2024 10:00,ALIPARK DL,"12,05"
15/09/2024 10:00,ALTOZANO,"66,43"
15/09/2024 10:00,BAHÍA LOS PINOS,"50,6"
15/09/2024 10:00,BENALÚA DL,"66,43"
15/09/2024 10:00,Bº GRANADA 1,"14,75"
15/09/2024 10:00,Bº LOS ÁNGELES,"46,552"
15/09/2024 10:00,CABO HUERTAS - PLAYA,"32,7"
15/09/2024 10:00,Campoamor Alto,"69,25"
15/09/2024 10:00,CENTRO COMERCIAL GRAN VÍA,"25,43"
15/09/2024 10:00,CIUDAD DEPORTIVA DL,"31,65"
15/09/2024 10:00,COLONIA REQUENA,186
15/09/2024 10:00,COLONIA ROMANA,"45,75"
15/09/2024 10:00,CONDOMINA,"66,4"
15/09/2024 10:00,Depósito Los Ángeles,"25,65"
15/09/2024 10:00,DIPUTACIÓN DL,"35,34"
15/09/2024 10:00,GARBINET NORTE 1,"25,25"
15/09/2024 10:00,INFORMACIÓN DL,22
15/09/2024 10:00,Les Palmeretes,"52,336"
15/09/2024 10:00,LONJA,"3,02"
15/09/2024 10:00,LONJA DL,"3,02"
15/09/2024 10:00,MATADERO,"2,02"
15/09/2024 10:00,MERCADO DL,"51,956"
15/09/2024 10:00,MUCHAVISTA - P.A.U. 5,"83,35"
15/09/2024 10:00,MUELLE GRANELES DL,"4,2"
15/09/2024 10:00,MUELLE LEVANTE DL,"11,259"
15/09/2024 10:00,O.A.M.I 1,"8,85"
15/09/2024 10:00,P.A.U. 1 (norte+sur),"64,38"
15/09/2024 10:00,P.A.U. 2,"35,858"
15/09/2024 10:00,PARQUE LO MORANT,"39,84"
15/09/2024 10:00,Pla-Hospital,"63,534"
15/09/2024 10:00,PLAYA DE SAN JUAN 1,"102,5"
15/09/2024 10:00,Postiguet,"22,944"
15/09/2024 10:00,PZA. MONTAÑETA,"52,73"
15/09/2024 10:00,RABASA DL,"27,8"
15/09/2024 10:00,SANTO DOMINGO DL,"91,88"
15/09/2024 10:00,SH_Demo,"46,552"
15/09/2024 10:00,TOBO,"103,95"
15/09/2024 10:00,VALLONGA GLOBAL,"9,4"
15/09/2024 10:00,VALLONGA-TOLON DL,"9,4"
15/09/2024 10:00,VILLAFRANQUEZA,"36,603"
15/09/2024 10:00,VIRGEN DEL CARMEN 1000 Viv,"54,969"
15/09/2024 10:00,VIRGEN DEL REMEDIO,"101,7"
15/09/2024 11:00,1 CIUDAD JARDÍN,"18,8"
15/09/2024 11:00,ALIPARK DL,"12,15"
15/09/2024 11:00,ALTOZANO,"64,034"
15/09/2024 11:00,BAHÍA LOS PINOS,"45,2"
15/09/2024 11:00,BENALÚA DL,"64,034"
15/09/2024 11:00,Bº GRANADA 1,"13,35"
15/09/2024 11:00,Bº LOS ÁNGELES,"44,519"
15/09/2024 11:00,CABO HUERTAS - PLAYA,"31,55"
15/09/2024 11:00,Campoamor Alto,"70,85"
15/09/2024 11:00,CENTRO COMERCIAL GRAN VÍA,"24,224"
15/09/2024 11:00,CIUDAD DEPORTIVA DL,"29,3"
15/09/2024 11:00,COLONIA REQUENA,"193,5"
15/09/2024 11:00,COLONIA ROMANA,49
15/09/2024 11:00,CONDOMINA,"66,2"
15/09/2024 11:00,Depósito Los Ángeles,"25,35"
15/09/2024 11:00,DIPUTACIÓN DL,"30,619"
15/09/2024 11:00,GARBINET NORTE 1,"23,5"
15/09/2024 11:00,INFORMACIÓN DL,17
15/09/2024 11:00,Les Palmeretes,"54,106"
15/09/2024 11:00,LONJA,"3,01"
15/09/2024 11:00,LONJA DL,"3,01"
15/09/2024 11:00,MATADERO,"4,993"
15/09/2024 11:00,MERCADO DL,"53,084"
15/09/2024 11:00,MUCHAVISTA - P.A.U. 5,83
15/09/2024 11:00,MUELLE GRANELES DL,"5,5"
15/09/2024 11:00,MUELLE LEVANTE DL,"9,771"
15/09/2024 11:00,O.A.M.I 1,"7,85"
15/09/2024 11:00,P.A.U. 1 (norte+sur),"60,726"
15/09/2024 11:00,P.A.U. 2,0
15/09/2024 11:00,PARQUE LO MORANT,"40,319"
15/09/2024 11:00,PLAYA DE SAN JUAN 1,"96,15"
15/09/2024 11:00,Postiguet,"21,057"
15/09/2024 11:00,PZA. MONTAÑETA,"54,959"
15/09/2024 11:00,RABASA DL,"25,9"
15/09/2024 11:00,SANTO DOMINGO DL,"88,947"
15/09/2024 11:00,SH_Demo,"44,519"
15/09/2024 11:00,TOBO,"84,15"
15/09/2024 11:00,VALLONGA GLOBAL,"9,3"
15/09/2024 11:00,VALLONGA-TOLON DL,"9,3"
15/09/2024 11:00,VILLAFRANQUEZA,"41,105"
15/09/2024 11:00,VIRGEN DEL CARMEN 1000 Viv,"59,922"
15/09/2024 11:00,VIRGEN DEL REMEDIO,"103,65"
15/09/2024 12:00,1 CIUDAD JARDÍN,"22,6"
15/09/2024 12:00,ALIPARK DL,"10,55"
15/09/2024 12:00,ALTOZANO,"59,342"
15/09/2024 12:00,BAHÍA LOS PINOS,"42,5"
15/09/2024 12:00,BENALÚA DL,"59,342"
15/09/2024 12:00,Bº GRANADA 1,"13,05"
15/09/2024 12:00,Bº LOS ÁNGELES,"41,312"
15/09/2024 12:00,CABO HUERTAS - PLAYA,"31,65"
15/09/2024 12:00,Campoamor Alto,"64,05"
15/09/2024 12:00,CENTRO COMERCIAL GRAN VÍA,"23,789"
15/09/2024 12:00,CIUDAD DEPORTIVA DL,"27,55"
15/09/2024 12:00,COLONIA REQUENA,"181,5"
15/09/2024 12:00,COLONIA ROMANA,51
15/09/2024 12:00,CONDOMINA,"58,65"
15/09/2024 12:00,Depósito Los Ángeles,24
15/09/2024 12:00,DIPUTACIÓN DL,"29,03"
15/09/2024 12:00,GARBINET NORTE 1,"20,8"
15/09/2024 12:00,INFORMACIÓN DL,16
15/09/2024 12:00,Les Palmeretes,"46,382"
15/09/2024 12:00,LONJA,"3,6"
15/09/2024 12:00,LONJA DL,"3,6"
15/09/2024 12:00,MERCADO DL,"51,542"
15/09/2024 12:00,MUCHAVISTA - P.A.U. 5,"77,65"
15/09/2024 12:00,MUELLE GRANELES DL,"5,1"
15/09/2024 12:00,MUELLE LEVANTE DL,"9,889"
15/09/2024 12:00,O.A.M.I 1,"10,05"
15/09/2024 12:00,P.A.U. 1 (norte+sur),"52,305"
15/09/2024 12:00,P.A.U. 2,0
15/09/2024 12:00,PARQUE LO MORANT,"37,145"
15/09/2024 12:00,Pla-Hospital,"35,382"
15/09/2024 12:00,PLAYA DE SAN JUAN 1,"97,8"
15/09/2024 12:00,Postiguet,"21,846"
15/09/2024 12:00,PZA. MONTAÑETA,"58,915"
15/09/2024 12:00,RABASA DL,"23,7"
15/09/2024 12:00,SANTO DOMINGO DL,"79,485"
15/09/2024 12:00,SH_Demo,"41,312"
15/09/2024 12:00,TOBO,"119,75"
15/09/2024 12:00,VALLONGA GLOBAL,"8,95"
15/09/2024 12:00,VALLONGA-TOLON DL,"8,95"
15/09/2024 12:00,VILLAFRANQUEZA,"36,261"
15/09/2024 12:00,VIRGEN DEL CARMEN 1000 Viv,"59,29"
15/09/2024 12:00,VIRGEN DEL REMEDIO,"95,7"
16/09/2024 1:00,1 CIUDAD JARDÍN,"38,45"
16/09/2024 1:00,ALIPARK DL,"8,65"
16/09/2024 1:00,ALTOZANO,"42,877"
16/09/2024 1:00,BAHÍA LOS PINOS,"56,7"
16/09/2024 1:00,BENALÚA DL,"42,877"
16/09/2024 1:00,Bº GRANADA 1,"20,05"
16/09/2024 1:00,Bº LOS ÁNGELES,"29,635"
16/09/2024 1:00,CABO HUERTAS - PLAYA,"40,6"
16/09/2024 1:00,Campoamor Alto,"47,55"
16/09/2024 1:00,CENTRO COMERCIAL GRAN VÍA,"16,691"
16/09/2024 1:00,CIUDAD DEPORTIVA DL,"54,8"
16/09/2024 1:00,COLONIA REQUENA,"139,1"
16/09/2024 1:00,COLONIA ROMANA,"38,7"
16/09/2024 1:00,CONDOMINA,"45,9"
16/09/2024 1:00,Depósito Los Ángeles,"15,4"
16/09/2024 1:00,DIPUTACIÓN DL,"31,245"
16/09/2024 1:00,GARBINET NORTE 1,"12,7"
16/09/2024 1:00,INFORMACIÓN DL,42
16/09/2024 1:00,Les Palmeretes,"35,119"
16/09/2024 1:00,LONJA,"4,17"
16/09/2024 1:00,LONJA DL,"4,17"
16/09/2024 1:00,MATADERO,"34,535"
16/09/2024 1:00,MERCADO DL,"41,288"
16/09/2024 1:00,MUCHAVISTA - P.A.U. 5,62
16/09/2024 1:00,MUELLE GRANELES DL,8
16/09/2024 1:00,MUELLE LEVANTE DL,"21,032"
16/09/2024 1:00,O.A.M.I 1,"13,85"
16/09/2024 1:00,P.A.U. 1 (norte+sur),"63,723"
16/09/2024 1:00,PARQUE LO MORANT,"28,307"
16/09/2024 1:00,PLAYA DE SAN JUAN 1,"106,85"
16/09/2024 1:00,Postiguet,"13,72"
16/09/2024 1:00,PZA. MONTAÑETA,"43,028"
16/09/2024 1:00,RABASA DL,26
16/09/2024 1:00,SANTO DOMINGO DL,"77,648"
16/09/2024 1:00,SH_Demo,"29,635"
16/09/2024 1:00,TOBO,109
16/09/2024 1:00,VALLONGA GLOBAL,"21,7"
16/09/2024 1:00,VALLONGA-TOLON DL,"21,7"
16/09/2024 1:00,VILLAFRANQUEZA,"23,547"
16/09/2024 1:00,VIRGEN DEL CARMEN 1000 Viv,"44,25"
16/09/2024 1:00,VIRGEN DEL REMEDIO,"71,9"
16/09/2024 2:00,1 CIUDAD JARDÍN,"38,3"
16/09/2024 2:00,ALIPARK DL,"13,7"
16/09/2024 2:00,ALTOZANO,"37,892"
16/09/2024 2:00,BAHÍA LOS PINOS,"55,25"
16/09/2024 2:00,BENALÚA DL,"37,892"
16/09/2024 2:00,Bº GRANADA 1,"21,7"
16/09/2024 2:00,Bº LOS ÁNGELES,"27,546"
16/09/2024 2:00,CABO HUERTAS - PLAYA,"35,85"
16/09/2024 2:00,Campoamor Alto,"45,35"
16/09/2024 2:00,CENTRO COMERCIAL GRAN VÍA,"30,769"
16/09/2024 2:00,CIUDAD DEPORTIVA DL,"57,25"
16/09/2024 2:00,COLONIA REQUENA,"135,9"
16/09/2024 2:00,COLONIA ROMANA,"35,65"
16/09/2024 2:00,CONDOMINA,"43,45"
16/09/2024 2:00,Depósito Los Ángeles,"14,45"
16/09/2024 2:00,DIPUTACIÓN DL,"23,319"
16/09/2024 2:00,GARBINET NORTE 1,"10,35"
16/09/2024 2:00,INFORMACIÓN DL,6
16/09/2024 2:00,Les Palmeretes,"31,169"
16/09/2024 2:00,LONJA,"5,16"
16/09/2024 2:00,LONJA DL,"5,16"
16/09/2024 2:00,MATADERO,"34,584"
16/09/2024 2:00,MERCADO DL,"37,65"
16/09/2024 2:00,MUCHAVISTA - P.A.U. 5,"57,1"
16/09/2024 2:00,MUELLE GRANELES DL,"34,9"
16/09/2024 2:00,MUELLE LEVANTE DL,"20,25"
16/09/2024 2:00,O.A.M.I 1,"19,15"
16/09/2024 2:00,P.A.U. 1 (norte+sur),"52,611"
16/09/2024 2:00,P.A.U. 2,0
16/09/2024 2:00,PARQUE LO MORANT,"29,189"
16/09/2024 2:00,PLAYA DE SAN JUAN 1,"96,8"
16/09/2024 2:00,Postiguet,"13,023"
16/09/2024 2:00,PZA. MONTAÑETA,"38,39"
16/09/2024 2:00,RABASA DL,"23,5"
16/09/2024 2:00,SANTO DOMINGO DL,"80,623"
16/09/2024 2:00,SH_Demo,"27,546"
16/09/2024 2:00,TOBO,"108,5"
16/09/2024 2:00,VALLONGA GLOBAL,"26,5"
16/09/2024 2:00,VALLONGA-TOLON DL,"26,5"
16/09/2024 2:00,VILLAFRANQUEZA,"18,757"
16/09/2024 2:00,VIRGEN DEL CARMEN 1000 Viv,"43,744"
16/09/2024 2:00,VIRGEN DEL REMEDIO,"71,5"
16/09/2024 3:00,1 CIUDAD JARDÍN,"36,55"
16/09/2024 3:00,ALIPARK DL,"8,45"
16/09/2024 3:00,ALTOZANO,"36,938"
16/09/2024 3:00,BAHÍA LOS PINOS,"45,4"
16/09/2024 3:00,BENALÚA DL,"36,938"
16/09/2024 3:00,Bº GRANADA 1,"14,55"
16/09/2024 3:00,Bº LOS ÁNGELES,"27,012"
16/09/2024 3:00,CABO HUERTAS - PLAYA,"30,15"
16/09/2024 3:00,Campoamor Alto,"41,85"
16/09/2024 3:00,CENTRO COMERCIAL GRAN VÍA,"22,741"
16/09/2024 3:00,CIUDAD DEPORTIVA DL,"54,65"
